file_name,dx values,dy values,number of peak matches,difference in number of peaks,comparison value
data180.txt,"[0.0, 0.02, 0.0, 0.05, 0.02, 0.0]","[2.0170193267300736, 4.310625938929907, 6.982056754253369, 7.387206955732346, 7.999191141258355, 12.10059414224191]",6,0,90.40796694259147
90.00000000000001,0.4079669425914596,0,0.0
data157.txt,"[0.0, 0.08, 0.03, 0.02, 0.02, 0.06]","[0.493685139720081, 1.3970036224704918, 3.254108956214259, 2.8489587547352824, 3.7631780543488493, 4.969780173630623]",6,1,210.26726714701118
210.0,0.16726714701119583,0,0.1
data197.txt,"[0.011, 0.041, 0.07, 0.02, 0.05, 0.05]","[0.6718860366841755, 1.1725322378192522, 2.471528192548414, 2.2622603565818165, 2.6342476876258862, 5.761310937525035]",6,0,242.14973765448784
242.0,0.1497376544878458,0,0.0
data169.txt,"[0.02, 0.08, 0.031, 0.08, 0.01, 0.03]","[0.9602386918154575, 1.1435100294501517, 2.4425059841793133, 2.037355782700337, 3.358129011768143, 5.676740015418474]",6,2,251.3561847951533
251.0,0.15618479515331876,0,0.2
data187.txt,"[0.011, 0.1, 0.01, 0.041, 0.01, 0.08]","[0.8421877883281959, 1.8824755064635712, 3.183944827211132, 2.7787946257321554, 3.8107957759373567, 5.788261860650691]",6,1,252.28286460384322
252.0,0.182864603843231,0,0.1
data141.txt,"[0.06, 0.08, 0.02, 0.03, 0.0, 0.07]","[0.27769773573047796, 1.281848797917109, 2.525633774058715, 2.1204835725797384, 3.221646274356303, 5.396801045993727]",6,2,260.34824111200635
260.0,0.14824111200636067,0,0.2
data123.txt,"[0.03, 0.041, 0.07, 0.02, 0.02, 0.1]","[0.4503532439987037, 1.7549835921116783, 3.05397954684084, 2.068369560242022, 3.012695474231291, 5.4986070654417585]",6,1,281.25838988482866
281.0,0.15838988482866292,0,0.1
data158.txt,"[0.07, 0.07, 0.061, 0.01, 0.02, 0.06]","[0.4609892772750689, 1.4651403394617, 2.38425731162645, 2.098909983062434, 3.190289097555335, 6.0596544692293905]",6,0,291.15659240478215
291.00000000000006,0.1565924047821038,0,0.0
data127.txt,"[0.03, 0.03, 0.04, 0.01, 0.091, 0.1]","[0.0676460650935301, 1.512128603369419, 2.7427547921843694, 2.337604590705393, 3.571262278341565, 5.791710530413739]",6,1,301.2602310686012
301.00000000000006,0.16023106860108016,0,0.1
data161.txt,"[0.05, 0.06, 0.041, 0.091, 0.04, 0.03]","[0.637619291420786, 1.6262402614709848, 2.4184861301518796, 2.013335928672903, 3.4155334058002085, 5.179636208160692]",6,1,312.25290851225674
311.99999999999994,0.15290851225677454,0,0.1
data182.txt,"[0.08, 0.06, 0.01, 0.041, 0.07, 0.08]","[0.3982980333032039, 1.402449095489835, 2.4226319709077115, 2.017481769428735, 3.5067639751174693, 5.536303003756084]",6,2,341.35283927848
341.0,0.1528392784800304,0,0.2
data190.txt,"[0.05, 0.09, 0.031, 0.08, 0.04, 0.06]","[0.6421711457445833, 1.6463222079312143, 2.690824914827451, 2.2856747133484743, 3.7113983161303787, 5.626445556381801]",6,2,351.36602836854365
351.0,0.166028368543639,0,0.2
data191.txt,"[0.09, 0.05, 0.04, 0.01, 0.07, 0.11]","[0.30914820042147917, 0.6950028617651518, 2.3519725332456223, 1.9468223317666458, 3.0309425230079867, 5.491441835881121]",6,2,370.3382533028609
370.0,0.13825330286088006,0,0.2
data126.txt,"[0.041, 0.04, 0.05, 0.0, 0.0]","[0.8032242646625462, 1.8628560361185922, 2.7137128332950557, 2.3085626318160792, 3.212674033496019]",5,0,1131.1090102979938
131.0,0.10901029799388294,1000,0.0
data173.txt,"[0.03, 0.05, 0.0, 0.03, 0.04]","[0.8289632930363297, 3.019151191404311, 2.6140009899253345, 3.9638055084445845, 6.02960885889153]",5,2,1150.3645552984171
150.0,0.16455529841702088,1000,0.2
data181.txt,"[0.01, 0.02, 0.09, 0.01, 0.06]","[0.17196697581152465, 1.3731147845770026, 2.6721107393061643, 2.8820444134406635, 5.4585964192735865]",5,2,1190.325578333324
190.0,0.1255783333240894,1000,0.2
data140.txt,"[0.061, 0.03, 0.08, 0.01, 0.03]","[0.9756743432199061, 1.8243981943189294, 3.123394149048091, 3.90403947980373, 5.3383137381490045]",5,1,1211.2516581990453
211.0,0.1516581990453966,1000,0.1
data150.txt,"[0.05, 0.05, 0.01, 0.041, 0.07]","[0.3896605779969572, 1.1122439294868516, 2.63543458786188, 2.2302843863829036, 3.3370432828871337]",5,2,1221.2970466676463
221.0,0.09704666764615727,1000,0.2
data184.txt,"[0.061, 0.03, 0.04, 0.01, 0.081]","[0.8793812253707001, 1.9001692509064514, 3.0289159722180385, 2.623765770739062, 3.7058203390403834]",5,1,1222.2213805255826
222.00000000000003,0.12138052558274637,1000,0.1
data132.txt,"[0.08, 0.031, 0.08, 0.0, 0.04]","[1.1974956913610548, 2.4964916460902167, 2.09134144461124, 3.132005770575972, 4.676157988702659]",5,3,1231.4359349254134
231.0,0.13593492541341143,1000,0.3
data116.txt,"[0.06, 0.08, 0.02, 0.03, 0.05]","[0.22148336304782879, 1.2256344252344598, 2.695832404909857, 2.2906822034308805, 5.967876478256579]",5,2,1240.3240150887489
240.0,0.12401508874879605,1000,0.2
data101.txt,"[0.05, 0.06, 0.01, 0.01, 0.11]","[0.7657722088668271, 2.913947010926794, 2.5087968094478175, 3.826729505636197, 5.774014469420697]",5,2,1240.357892600043
240.0,0.15789260004298333,1000,0.2
